Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus_mean in Dataset,Phase,Stopping Reason
0,0,81.74085575257114,,,296.35081017123304,WarmStart,WarmStart
1,21,50.104313602035774,,,296.35081017123304,WarmStart,WarmStart
2,26,42.736240369816734,,,296.35081017123304,WarmStart,WarmStart
3,45,224.5706110108938,,,296.35081017123304,WarmStart,WarmStart
4,62,277.3861208337041,,,296.35081017123304,WarmStart,WarmStart
5,64,95.81586876001889,,,296.35081017123304,WarmStart,WarmStart
6,52,231.07458974395303,149.52494884976323,101.21152713652806,296.35081017123304,ActiveLearning,Continuing
7,44,159.30709474405634,263.0714125091654,41.59043976613121,296.35081017123304,ActiveLearning,Continuing
8,37,152.72295816440803,255.94960445441063,37.13191619082433,296.35081017123304,ActiveLearning,Continuing
9,46,242.41091008794928,209.70206924608067,61.80312319821692,296.35081017123304,ActiveLearning,Continuing
10,49,242.91509227554656,231.4866992541406,16.28982574391959,296.35081017123304,ActiveLearning,Continuing
11,38,182.9546167355371,168.87380767413458,37.5941536147012,296.35081017123304,ActiveLearning,Continuing
12,50,174.66437205644556,200.15161548580397,48.100284054428215,296.35081017123304,ActiveLearning,Continuing
13,51,181.925661105008,186.02429204552422,40.93813734635388,296.35081017123304,ActiveLearning,Continuing
14,54,197.8404462303588,171.34878254234246,48.397944779904584,296.35081017123304,ActiveLearning,Continuing
15,47,188.5569729101656,177.110552427801,46.17158194104059,296.35081017123304,ActiveLearning,Continuing
16,48,171.00469374345903,183.73822371629672,40.05525715799254,296.35081017123304,ActiveLearning,Continuing
17,8,242.7128680778461,162.46496016140475,56.55177807672489,296.35081017123304,ActiveLearning,Continuing
18,9,233.7243724057668,223.5258476483848,37.53661237946124,296.35081017123304,ActiveLearning,Continuing
19,6,204.17680289774336,219.05134972459655,43.48019070989386,296.35081017123304,ActiveLearning,Continuing
20,7,117.40631603510326,208.50219067921125,33.482242923764474,296.35081017123304,ActiveLearning,Continuing
21,71,270.69323356331364,129.65039828379054,102.83226549292131,296.35081017123304,ActiveLearning,Continuing
22,72,189.441220061326,239.13320985851885,98.31310603142515,296.35081017123304,ActiveLearning,Continuing
23,70,172.0732296612731,220.42591605334428,45.09995567666038,296.35081017123304,ActiveLearning,Continuing
24,63,228.4671903908735,179.66552269048907,43.2541103271947,296.35081017123304,ActiveLearning,Continuing
25,42,179.2410423946837,178.57663018043365,81.39449601872637,296.35081017123304,ActiveLearning,Continuing
26,43,178.97379271834268,181.40064719357667,46.98193090743561,296.35081017123304,ActiveLearning,Continuing
27,41,220.5104016857166,158.0249074310134,49.39071113972657,296.35081017123304,ActiveLearning,Continuing
28,35,207.09310351510177,156.38117618766194,42.5321020992616,296.35081017123304,ActiveLearning,Continuing
29,40,162.77817832797786,159.11076322348018,42.08436553571371,296.35081017123304,ActiveLearning,Continuing
30,69,110.69482106635698,149.40434814886248,47.83797679732712,296.35081017123304,ActiveLearning,Continuing
31,27,141.45379911190125,144.81943290281015,42.87013763776385,296.35081017123304,ActiveLearning,Continuing
32,39,140.76871335709305,141.12736519230032,37.27468047877039,296.35081017123304,ActiveLearning,Continuing
33,68,65.48719407925006,132.79315365099754,41.33181866551623,296.35081017123304,ActiveLearning,Continuing
34,28,147.00005295683096,133.5798168207234,38.19699212062473,296.35081017123304,ActiveLearning,Continuing
35,36,120.1628705347832,120.83903335521404,40.821506921276345,296.35081017123304,ActiveLearning,Continuing
36,34,88.47667256854467,121.56707157984647,35.06446978310804,296.35081017123304,ActiveLearning,Continuing
37,5,95.3466236160471,119.52862521827305,37.36905051764137,296.35081017123304,ActiveLearning,Continuing
38,4,109.60733027971378,112.73242585292701,35.84592689739476,296.35081017123304,ActiveLearning,Continuing
39,17,106.8193434000782,99.76308965440944,37.59450981591747,296.35081017123304,ActiveLearning,Continuing
40,32,106.70108583654164,100.96237024470793,33.97602363575464,296.35081017123304,ActiveLearning,Continuing
41,31,119.79704241922371,101.11773240060361,33.122553038969414,296.35081017123304,ActiveLearning,Continuing
42,18,74.82276309333224,101.63234305377114,34.140010882060444,296.35081017123304,ActiveLearning,Continuing
43,55,168.33383829683325,4.349561701711092,226.09177127272764,296.35081017123304,ActiveLearning,Continuing
44,56,175.8319549576918,4.4690454984610355,213.05220812098074,296.35081017123304,ActiveLearning,Continuing
45,53,228.310761552046,150.68298370107138,99.95526521262924,296.35081017123304,ActiveLearning,Continuing
46,61,201.80400290446065,183.55199282998313,35.352390674340846,296.35081017123304,ActiveLearning,Continuing
47,57,296.35081017123304,181.02445607981736,39.66630268481592,296.35081017123304,ActiveLearning,Max Elastic Modulus_mean in Dataset reached
