dataset,model,alpha,warmstart_points,warm_n,warm_mean_iters,warm_median_iters,warm_std_iters,rand_n,rand_mean_iters,rand_median_iters,rand_std_iters,delta_mean_warm_minus_rand,delta_median_warm_minus_rand
P3HT_dataset,RFR,0.1,45,2.0,54.5,54.5,29.5,2.0,95.0,95.0,1.0,-40.5,-40.5
P3HT_dataset,RFR,0.1,47,1.0,73.0,73.0,0.0,1.0,55.0,55.0,0.0,18.0,18.0
P3HT_dataset,RFR,0.1,49,1.0,31.0,31.0,0.0,1.0,92.0,92.0,0.0,-61.0,-61.0
P3HT_dataset,RFR,0.1,50,1.0,21.0,21.0,0.0,1.0,90.0,90.0,0.0,-69.0,-69.0
P3HT_dataset,RFR,0.1,51,1.0,34.0,34.0,0.0,1.0,47.0,47.0,0.0,-13.0,-13.0
P3HT_dataset,RFR,0.1,54,1.0,22.0,22.0,0.0,1.0,72.0,72.0,0.0,-50.0,-50.0
P3HT_dataset,RFR,0.1,55,1.0,31.0,31.0,0.0,1.0,47.0,47.0,0.0,-16.0,-16.0
P3HT_dataset,RFR,0.1,58,1.0,30.0,30.0,0.0,1.0,47.0,47.0,0.0,-17.0,-17.0
P3HT_dataset,RFR,0.1,60,1.0,18.0,18.0,0.0,1.0,81.0,81.0,0.0,-63.0,-63.0
P3HT_dataset,RFR,0.1,61,1.0,22.0,22.0,0.0,1.0,81.0,81.0,0.0,-59.0,-59.0
P3HT_dataset,RFR,0.1,62,1.0,26.0,26.0,0.0,1.0,80.0,80.0,0.0,-54.0,-54.0
P3HT_dataset,RFR,0.1,67,1.0,22.0,22.0,0.0,1.0,38.0,38.0,0.0,-16.0,-16.0
P3HT_dataset,RFR,0.1,68,1.0,20.0,20.0,0.0,1.0,77.0,77.0,0.0,-57.0,-57.0
P3HT_dataset,RFR,0.5,27,1.0,99.0,99.0,0.0,1.0,87.0,87.0,0.0,12.0,12.0
P3HT_dataset,RFR,0.5,30,1.0,78.0,78.0,0.0,1.0,89.0,89.0,0.0,-11.0,-11.0
P3HT_dataset,RFR,0.5,45,2.0,67.5,67.5,3.5,2.0,93.5,93.5,13.5,-26.0,-26.0
P3HT_dataset,RFR,0.5,47,1.0,77.0,77.0,0.0,1.0,64.0,64.0,0.0,13.0,13.0
P3HT_dataset,RFR,0.5,49,1.0,62.0,62.0,0.0,1.0,76.0,76.0,0.0,-14.0,-14.0
P3HT_dataset,RFR,0.5,50,1.0,55.0,55.0,0.0,1.0,76.0,76.0,0.0,-21.0,-21.0
P3HT_dataset,RFR,0.5,51,1.0,53.0,53.0,0.0,1.0,72.0,72.0,0.0,-19.0,-19.0
P3HT_dataset,RFR,0.5,54,1.0,62.0,62.0,0.0,1.0,86.0,86.0,0.0,-24.0,-24.0
P3HT_dataset,RFR,0.5,55,1.0,53.0,53.0,0.0,1.0,62.0,62.0,0.0,-9.0,-9.0
P3HT_dataset,RFR,0.5,58,1.0,59.0,59.0,0.0,1.0,60.0,60.0,0.0,-1.0,-1.0
P3HT_dataset,RFR,0.5,60,1.0,48.0,48.0,0.0,1.0,92.0,92.0,0.0,-44.0,-44.0
P3HT_dataset,RFR,0.5,61,1.0,53.0,53.0,0.0,1.0,83.0,83.0,0.0,-30.0,-30.0
P3HT_dataset,RFR,0.5,62,1.0,55.0,55.0,0.0,1.0,72.0,72.0,0.0,-17.0,-17.0
P3HT_dataset,RFR,0.5,67,1.0,36.0,36.0,0.0,1.0,51.0,51.0,0.0,-15.0,-15.0
P3HT_dataset,RFR,0.5,68,1.0,47.0,47.0,0.0,1.0,72.0,72.0,0.0,-25.0,-25.0
P3HT_dataset,RFR,1.0,27,1.0,107.0,107.0,0.0,1.0,107.0,107.0,0.0,0.0,0.0
P3HT_dataset,RFR,1.0,30,1.0,74.0,74.0,0.0,1.0,108.0,108.0,0.0,-34.0,-34.0
P3HT_dataset,RFR,1.0,45,2.0,93.5,93.5,3.5,2.0,100.5,100.5,6.5,-7.0,-7.0
P3HT_dataset,RFR,1.0,47,1.0,71.0,71.0,0.0,1.0,84.0,84.0,0.0,-13.0,-13.0
P3HT_dataset,RFR,1.0,49,1.0,86.0,86.0,0.0,1.0,92.0,92.0,0.0,-6.0,-6.0
P3HT_dataset,RFR,1.0,50,1.0,62.0,62.0,0.0,1.0,79.0,79.0,0.0,-17.0,-17.0
P3HT_dataset,RFR,1.0,51,1.0,82.0,82.0,0.0,1.0,93.0,93.0,0.0,-11.0,-11.0
P3HT_dataset,RFR,1.0,54,1.0,81.0,81.0,0.0,1.0,86.0,86.0,0.0,-5.0,-5.0
P3HT_dataset,RFR,1.0,55,1.0,79.0,79.0,0.0,1.0,79.0,79.0,0.0,0.0,0.0
P3HT_dataset,RFR,1.0,58,1.0,79.0,79.0,0.0,1.0,85.0,85.0,0.0,-6.0,-6.0
P3HT_dataset,RFR,1.0,60,1.0,51.0,51.0,0.0,1.0,80.0,80.0,0.0,-29.0,-29.0
P3HT_dataset,RFR,1.0,61,1.0,74.0,74.0,0.0,1.0,76.0,76.0,0.0,-2.0,-2.0
P3HT_dataset,RFR,1.0,62,1.0,53.0,53.0,0.0,1.0,77.0,77.0,0.0,-24.0,-24.0
P3HT_dataset,RFR,1.0,67,1.0,47.0,47.0,0.0,1.0,81.0,81.0,0.0,-34.0,-34.0
P3HT_dataset,RFR,1.0,68,1.0,62.0,62.0,0.0,1.0,73.0,73.0,0.0,-11.0,-11.0
P3HT_dataset,XGB,0.1,27,1.0,96.0,96.0,0.0,1.0,37.0,37.0,0.0,59.0,59.0
P3HT_dataset,XGB,0.1,30,1.0,79.0,79.0,0.0,1.0,90.0,90.0,0.0,-11.0,-11.0
P3HT_dataset,XGB,0.1,45,2.0,45.5,45.5,22.5,2.0,99.5,99.5,1.5,-54.0,-54.0
P3HT_dataset,XGB,0.1,47,1.0,67.0,67.0,0.0,1.0,48.0,48.0,0.0,19.0,19.0
P3HT_dataset,XGB,0.1,49,1.0,14.0,14.0,0.0,1.0,92.0,92.0,0.0,-78.0,-78.0
P3HT_dataset,XGB,0.1,50,1.0,20.0,20.0,0.0,1.0,90.0,90.0,0.0,-70.0,-70.0
P3HT_dataset,XGB,0.1,51,1.0,27.0,27.0,0.0,1.0,36.0,36.0,0.0,-9.0,-9.0
P3HT_dataset,XGB,0.1,54,1.0,22.0,22.0,0.0,1.0,77.0,77.0,0.0,-55.0,-55.0
P3HT_dataset,XGB,0.1,55,1.0,25.0,25.0,0.0,1.0,48.0,48.0,0.0,-23.0,-23.0
P3HT_dataset,XGB,0.1,58,1.0,29.0,29.0,0.0,1.0,42.0,42.0,0.0,-13.0,-13.0
P3HT_dataset,XGB,0.1,60,1.0,26.0,26.0,0.0,1.0,86.0,86.0,0.0,-60.0,-60.0
P3HT_dataset,XGB,0.1,61,1.0,14.0,14.0,0.0,1.0,92.0,92.0,0.0,-78.0,-78.0
P3HT_dataset,XGB,0.1,62,1.0,20.0,20.0,0.0,1.0,79.0,79.0,0.0,-59.0,-59.0
P3HT_dataset,XGB,0.1,67,1.0,15.0,15.0,0.0,1.0,38.0,38.0,0.0,-23.0,-23.0
P3HT_dataset,XGB,0.1,68,1.0,14.0,14.0,0.0,1.0,84.0,84.0,0.0,-70.0,-70.0
P3HT_dataset,XGB,0.5,27,1.0,99.0,99.0,0.0,1.0,51.0,51.0,0.0,48.0,48.0
P3HT_dataset,XGB,0.5,30,1.0,99.0,99.0,0.0,1.0,96.0,96.0,0.0,3.0,3.0
P3HT_dataset,XGB,0.5,45,2.0,50.0,50.0,27.0,2.0,96.0,96.0,2.0,-46.0,-46.0
P3HT_dataset,XGB,0.5,47,1.0,85.0,85.0,0.0,1.0,44.0,44.0,0.0,41.0,41.0
P3HT_dataset,XGB,0.5,49,1.0,14.0,14.0,0.0,1.0,81.0,81.0,0.0,-67.0,-67.0
P3HT_dataset,XGB,0.5,50,1.0,15.0,15.0,0.0,1.0,86.0,86.0,0.0,-71.0,-71.0
P3HT_dataset,XGB,0.5,51,1.0,26.0,26.0,0.0,1.0,36.0,36.0,0.0,-10.0,-10.0
P3HT_dataset,XGB,0.5,54,1.0,14.0,14.0,0.0,1.0,76.0,76.0,0.0,-62.0,-62.0
P3HT_dataset,XGB,0.5,55,1.0,23.0,23.0,0.0,1.0,42.0,42.0,0.0,-19.0,-19.0
P3HT_dataset,XGB,0.5,58,1.0,27.0,27.0,0.0,1.0,42.0,42.0,0.0,-15.0,-15.0
P3HT_dataset,XGB,0.5,60,1.0,24.0,24.0,0.0,1.0,88.0,88.0,0.0,-64.0,-64.0
P3HT_dataset,XGB,0.5,61,1.0,15.0,15.0,0.0,1.0,87.0,87.0,0.0,-72.0,-72.0
P3HT_dataset,XGB,0.5,62,1.0,23.0,23.0,0.0,1.0,93.0,93.0,0.0,-70.0,-70.0
P3HT_dataset,XGB,0.5,67,1.0,21.0,21.0,0.0,1.0,38.0,38.0,0.0,-17.0,-17.0
P3HT_dataset,XGB,0.5,68,1.0,15.0,15.0,0.0,1.0,85.0,85.0,0.0,-70.0,-70.0
P3HT_dataset,XGB,1.0,27,1.0,97.0,97.0,0.0,1.0,51.0,51.0,0.0,46.0,46.0
P3HT_dataset,XGB,1.0,30,1.0,84.0,84.0,0.0,1.0,96.0,96.0,0.0,-12.0,-12.0
P3HT_dataset,XGB,1.0,45,2.0,43.5,43.5,19.5,2.0,99.0,99.0,6.0,-55.5,-55.5
P3HT_dataset,XGB,1.0,47,1.0,73.0,73.0,0.0,1.0,45.0,45.0,0.0,28.0,28.0
P3HT_dataset,XGB,1.0,49,1.0,25.0,25.0,0.0,1.0,85.0,85.0,0.0,-60.0,-60.0
P3HT_dataset,XGB,1.0,50,1.0,26.0,26.0,0.0,1.0,92.0,92.0,0.0,-66.0,-66.0
P3HT_dataset,XGB,1.0,51,1.0,26.0,26.0,0.0,1.0,35.0,35.0,0.0,-9.0,-9.0
P3HT_dataset,XGB,1.0,54,1.0,20.0,20.0,0.0,1.0,66.0,66.0,0.0,-46.0,-46.0
P3HT_dataset,XGB,1.0,55,1.0,29.0,29.0,0.0,1.0,44.0,44.0,0.0,-15.0,-15.0
P3HT_dataset,XGB,1.0,58,1.0,32.0,32.0,0.0,1.0,46.0,46.0,0.0,-14.0,-14.0
P3HT_dataset,XGB,1.0,60,1.0,22.0,22.0,0.0,1.0,91.0,91.0,0.0,-69.0,-69.0
P3HT_dataset,XGB,1.0,61,1.0,20.0,20.0,0.0,1.0,89.0,89.0,0.0,-69.0,-69.0
P3HT_dataset,XGB,1.0,62,1.0,26.0,26.0,0.0,1.0,67.0,67.0,0.0,-41.0,-41.0
P3HT_dataset,XGB,1.0,67,1.0,22.0,22.0,0.0,1.0,41.0,41.0,0.0,-19.0,-19.0
P3HT_dataset,XGB,1.0,68,1.0,16.0,16.0,0.0,1.0,88.0,88.0,0.0,-72.0,-72.0
Perovskite_dataset,BNN,0.1,10,1.0,2.0,2.0,0.0,1.0,81.0,81.0,0.0,-79.0,-79.0
Perovskite_dataset,BNN,0.1,11,1.0,2.0,2.0,0.0,1.0,7.0,7.0,0.0,-5.0,-5.0
Perovskite_dataset,BNN,0.1,27,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Perovskite_dataset,BNN,0.1,29,1.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0
Perovskite_dataset,BNN,0.1,43,1.0,2.0,2.0,0.0,1.0,3.0,3.0,0.0,-1.0,-1.0
Perovskite_dataset,BNN,0.1,60,1.0,3.0,3.0,0.0,1.0,10.0,10.0,0.0,-7.0,-7.0
Perovskite_dataset,BNN,0.5,10,1.0,2.0,2.0,0.0,1.0,63.0,63.0,0.0,-61.0,-61.0
Perovskite_dataset,BNN,0.5,11,1.0,2.0,2.0,0.0,1.0,7.0,7.0,0.0,-5.0,-5.0
Perovskite_dataset,BNN,0.5,27,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Perovskite_dataset,BNN,0.5,29,1.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0
Perovskite_dataset,BNN,0.5,43,1.0,2.0,2.0,0.0,1.0,3.0,3.0,0.0,-1.0,-1.0
Perovskite_dataset,BNN,0.5,60,1.0,3.0,3.0,0.0,1.0,10.0,10.0,0.0,-7.0,-7.0
Perovskite_dataset,BNN,1.0,10,1.0,2.0,2.0,0.0,1.0,54.0,54.0,0.0,-52.0,-52.0
Perovskite_dataset,BNN,1.0,11,1.0,2.0,2.0,0.0,1.0,7.0,7.0,0.0,-5.0,-5.0
Perovskite_dataset,BNN,1.0,27,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Perovskite_dataset,BNN,1.0,29,1.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0
Perovskite_dataset,BNN,1.0,43,1.0,2.0,2.0,0.0,1.0,3.0,3.0,0.0,-1.0,-1.0
Perovskite_dataset,BNN,1.0,60,1.0,3.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
Perovskite_dataset,GPR,0.1,10,1.0,26.0,26.0,0.0,1.0,9.0,9.0,0.0,17.0,17.0
Perovskite_dataset,GPR,0.1,11,1.0,31.0,31.0,0.0,1.0,5.0,5.0,0.0,26.0,26.0
Perovskite_dataset,GPR,0.1,15,1.0,20.0,20.0,0.0,1.0,7.0,7.0,0.0,13.0,13.0
Perovskite_dataset,GPR,0.1,18,1.0,6.0,6.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0
Perovskite_dataset,GPR,0.1,22,1.0,19.0,19.0,0.0,1.0,2.0,2.0,0.0,17.0,17.0
Perovskite_dataset,GPR,0.1,23,2.0,20.5,20.5,1.5,2.0,3.0,3.0,0.0,17.5,17.5
Perovskite_dataset,GPR,0.1,26,3.0,16.0,17.0,3.7416573867739413,3.0,19.666666666666668,12.0,10.842303978193728,-3.666666666666668,5.0
Perovskite_dataset,GPR,0.1,27,1.0,19.0,19.0,0.0,1.0,16.0,16.0,0.0,3.0,3.0
Perovskite_dataset,GPR,0.1,29,2.0,31.5,31.5,3.5,2.0,14.5,14.5,0.5,17.0,17.0
Perovskite_dataset,GPR,0.1,42,1.0,18.0,18.0,0.0,1.0,18.0,18.0,0.0,0.0,0.0
Perovskite_dataset,GPR,0.1,43,2.0,11.5,11.5,2.5,2.0,17.0,17.0,1.0,-5.5,-5.5
Perovskite_dataset,GPR,0.1,45,1.0,6.0,6.0,0.0,1.0,10.0,10.0,0.0,-4.0,-4.0
Perovskite_dataset,GPR,0.1,54,1.0,27.0,27.0,0.0,1.0,26.0,26.0,0.0,1.0,1.0
Perovskite_dataset,GPR,0.1,60,1.0,5.0,5.0,0.0,1.0,7.0,7.0,0.0,-2.0,-2.0
Perovskite_dataset,GPR,0.1,73,1.0,14.0,14.0,0.0,1.0,4.0,4.0,0.0,10.0,10.0
Perovskite_dataset,GPR,0.5,10,1.0,27.0,27.0,0.0,1.0,9.0,9.0,0.0,18.0,18.0
Perovskite_dataset,GPR,0.5,11,1.0,31.0,31.0,0.0,1.0,5.0,5.0,0.0,26.0,26.0
Perovskite_dataset,GPR,0.5,15,1.0,31.0,31.0,0.0,1.0,7.0,7.0,0.0,24.0,24.0
Perovskite_dataset,GPR,0.5,18,1.0,18.0,18.0,0.0,1.0,32.0,32.0,0.0,-14.0,-14.0
Perovskite_dataset,GPR,0.5,22,1.0,19.0,19.0,0.0,1.0,22.0,22.0,0.0,-3.0,-3.0
Perovskite_dataset,GPR,0.5,23,2.0,15.5,15.5,3.5,2.0,2.0,2.0,0.0,13.5,13.5
Perovskite_dataset,GPR,0.5,26,3.0,19.333333333333332,20.0,0.9428090415820634,3.0,20.0,12.0,11.313708498984761,-0.6666666666666679,8.0
Perovskite_dataset,GPR,0.5,27,1.0,19.0,19.0,0.0,1.0,16.0,16.0,0.0,3.0,3.0
Perovskite_dataset,GPR,0.5,29,2.0,32.0,32.0,2.0,2.0,14.5,14.5,0.5,17.5,17.5
Perovskite_dataset,GPR,0.5,42,1.0,18.0,18.0,0.0,1.0,18.0,18.0,0.0,0.0,0.0
Perovskite_dataset,GPR,0.5,43,2.0,17.0,17.0,1.0,2.0,16.0,16.0,3.0,1.0,1.0
Perovskite_dataset,GPR,0.5,45,1.0,9.0,9.0,0.0,1.0,10.0,10.0,0.0,-1.0,-1.0
Perovskite_dataset,GPR,0.5,54,1.0,13.0,13.0,0.0,1.0,28.0,28.0,0.0,-15.0,-15.0
Perovskite_dataset,GPR,0.5,60,1.0,5.0,5.0,0.0,1.0,6.0,6.0,0.0,-1.0,-1.0
Perovskite_dataset,GPR,0.5,73,1.0,15.0,15.0,0.0,1.0,19.0,19.0,0.0,-4.0,-4.0
Perovskite_dataset,GPR,1.0,10,1.0,31.0,31.0,0.0,1.0,9.0,9.0,0.0,22.0,22.0
Perovskite_dataset,GPR,1.0,11,1.0,31.0,31.0,0.0,1.0,7.0,7.0,0.0,24.0,24.0
Perovskite_dataset,GPR,1.0,15,1.0,24.0,24.0,0.0,1.0,7.0,7.0,0.0,17.0,17.0
Perovskite_dataset,GPR,1.0,18,1.0,45.0,45.0,0.0,1.0,30.0,30.0,0.0,15.0,15.0
Perovskite_dataset,GPR,1.0,22,1.0,16.0,16.0,0.0,1.0,25.0,25.0,0.0,-9.0,-9.0
Perovskite_dataset,GPR,1.0,23,2.0,23.0,23.0,7.0,2.0,31.0,31.0,0.0,-8.0,-8.0
Perovskite_dataset,GPR,1.0,26,3.0,18.0,19.0,2.160246899469287,3.0,20.333333333333332,12.0,11.785113019775793,-2.333333333333332,7.0
Perovskite_dataset,GPR,1.0,27,1.0,19.0,19.0,0.0,1.0,16.0,16.0,0.0,3.0,3.0
Perovskite_dataset,GPR,1.0,29,2.0,32.5,32.5,3.5,2.0,18.5,18.5,4.5,14.0,14.0
Perovskite_dataset,GPR,1.0,42,1.0,18.0,18.0,0.0,1.0,15.0,15.0,0.0,3.0,3.0
Perovskite_dataset,GPR,1.0,43,2.0,19.0,19.0,2.0,2.0,15.0,15.0,6.0,4.0,4.0
Perovskite_dataset,GPR,1.0,45,1.0,9.0,9.0,0.0,1.0,13.0,13.0,0.0,-4.0,-4.0
Perovskite_dataset,GPR,1.0,54,1.0,27.0,27.0,0.0,1.0,28.0,28.0,0.0,-1.0,-1.0
Perovskite_dataset,GPR,1.0,60,1.0,5.0,5.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0
Perovskite_dataset,GPR,1.0,73,1.0,16.0,16.0,0.0,1.0,24.0,24.0,0.0,-8.0,-8.0
Perovskite_dataset,RFR,0.1,10,1.0,1.0,1.0,0.0,1.0,37.0,37.0,0.0,-36.0,-36.0
Perovskite_dataset,RFR,0.1,11,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,RFR,0.1,15,1.0,2.0,2.0,0.0,1.0,3.0,3.0,0.0,-1.0,-1.0
Perovskite_dataset,RFR,0.1,18,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0
Perovskite_dataset,RFR,0.1,22,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,RFR,0.1,23,2.0,7.5,7.5,6.5,2.0,3.0,3.0,0.0,4.5,4.5
Perovskite_dataset,RFR,0.1,26,3.0,1.3333333333333333,1.0,0.4714045207910317,3.0,11.0,1.0,14.142135623730951,-9.666666666666666,0.0
Perovskite_dataset,RFR,0.1,27,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0
Perovskite_dataset,RFR,0.1,29,2.0,1.0,1.0,0.0,2.0,2.5,2.5,0.5,-1.5,-1.5
Perovskite_dataset,RFR,0.1,42,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,RFR,0.1,43,2.0,3.0,3.0,0.0,2.0,8.5,8.5,7.5,-5.5,-5.5
Perovskite_dataset,RFR,0.1,45,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Perovskite_dataset,RFR,0.1,54,1.0,2.0,2.0,0.0,1.0,17.0,17.0,0.0,-15.0,-15.0
Perovskite_dataset,RFR,0.1,60,1.0,2.0,2.0,0.0,1.0,10.0,10.0,0.0,-8.0,-8.0
Perovskite_dataset,RFR,0.1,73,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,RFR,0.5,10,1.0,11.0,11.0,0.0,1.0,26.0,26.0,0.0,-15.0,-15.0
Perovskite_dataset,RFR,0.5,11,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,-3.0,-3.0
Perovskite_dataset,RFR,0.5,15,1.0,2.0,2.0,0.0,1.0,5.0,5.0,0.0,-3.0,-3.0
Perovskite_dataset,RFR,0.5,18,1.0,8.0,8.0,0.0,1.0,3.0,3.0,0.0,5.0,5.0
Perovskite_dataset,RFR,0.5,22,1.0,6.0,6.0,0.0,1.0,4.0,4.0,0.0,2.0,2.0
Perovskite_dataset,RFR,0.5,23,2.0,6.0,6.0,5.0,2.0,3.0,3.0,0.0,3.0,3.0
Perovskite_dataset,RFR,0.5,26,3.0,4.333333333333333,1.0,4.714045207910317,3.0,15.0,3.0,16.97056274847714,-10.666666666666668,-2.0
Perovskite_dataset,RFR,0.5,27,1.0,10.0,10.0,0.0,1.0,9.0,9.0,0.0,1.0,1.0
Perovskite_dataset,RFR,0.5,29,2.0,1.5,1.5,0.5,2.0,8.5,8.5,0.5,-7.0,-7.0
Perovskite_dataset,RFR,0.5,42,1.0,4.0,4.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0
Perovskite_dataset,RFR,0.5,43,2.0,19.0,19.0,2.0,2.0,10.0,10.0,6.0,9.0,9.0
Perovskite_dataset,RFR,0.5,45,1.0,11.0,11.0,0.0,1.0,4.0,4.0,0.0,7.0,7.0
Perovskite_dataset,RFR,0.5,54,1.0,5.0,5.0,0.0,1.0,23.0,23.0,0.0,-18.0,-18.0
Perovskite_dataset,RFR,0.5,60,1.0,11.0,11.0,0.0,1.0,6.0,6.0,0.0,5.0,5.0
Perovskite_dataset,RFR,0.5,73,1.0,5.0,5.0,0.0,1.0,3.0,3.0,0.0,2.0,2.0
Perovskite_dataset,RFR,1.0,10,1.0,63.0,63.0,0.0,1.0,64.0,64.0,0.0,-1.0,-1.0
Perovskite_dataset,RFR,1.0,11,1.0,2.0,2.0,0.0,1.0,4.0,4.0,0.0,-2.0,-2.0
Perovskite_dataset,RFR,1.0,15,1.0,2.0,2.0,0.0,1.0,32.0,32.0,0.0,-30.0,-30.0
Perovskite_dataset,RFR,1.0,18,1.0,68.0,68.0,0.0,1.0,14.0,14.0,0.0,54.0,54.0
Perovskite_dataset,RFR,1.0,22,1.0,27.0,27.0,0.0,1.0,12.0,12.0,0.0,15.0,15.0
Perovskite_dataset,RFR,1.0,23,2.0,11.5,11.5,10.5,2.0,15.0,15.0,0.0,-3.5,-3.5
Perovskite_dataset,RFR,1.0,26,3.0,12.333333333333334,5.0,13.29995822884,3.0,21.333333333333332,10.0,16.027753706895076,-8.999999999999998,-5.0
Perovskite_dataset,RFR,1.0,27,1.0,28.0,28.0,0.0,1.0,35.0,35.0,0.0,-7.0,-7.0
Perovskite_dataset,RFR,1.0,29,2.0,10.0,10.0,8.0,2.0,11.0,11.0,3.0,-1.0,-1.0
Perovskite_dataset,RFR,1.0,42,1.0,47.0,47.0,0.0,1.0,7.0,7.0,0.0,40.0,40.0
Perovskite_dataset,RFR,1.0,43,2.0,54.0,54.0,17.0,2.0,9.5,9.5,2.5,44.5,44.5
Perovskite_dataset,RFR,1.0,45,1.0,36.0,36.0,0.0,1.0,6.0,6.0,0.0,30.0,30.0
Perovskite_dataset,RFR,1.0,54,1.0,5.0,5.0,0.0,1.0,15.0,15.0,0.0,-10.0,-10.0
Perovskite_dataset,RFR,1.0,60,1.0,46.0,46.0,0.0,1.0,15.0,15.0,0.0,31.0,31.0
Perovskite_dataset,RFR,1.0,73,1.0,32.0,32.0,0.0,1.0,33.0,33.0,0.0,-1.0,-1.0
Perovskite_dataset,XGB,0.1,10,1.0,2.0,2.0,0.0,1.0,65.0,65.0,0.0,-63.0,-63.0
Perovskite_dataset,XGB,0.1,11,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,XGB,0.1,15,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,XGB,0.1,18,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Perovskite_dataset,XGB,0.1,22,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,XGB,0.1,23,2.0,6.5,6.5,5.5,2.0,7.0,7.0,0.0,-0.5,-0.5
Perovskite_dataset,XGB,0.1,26,3.0,1.0,1.0,0.0,3.0,9.666666666666666,1.0,12.256517540566824,-8.666666666666666,0.0
Perovskite_dataset,XGB,0.1,27,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,XGB,0.1,29,2.0,1.0,1.0,0.0,2.0,12.5,12.5,11.5,-11.5,-11.5
Perovskite_dataset,XGB,0.1,42,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,XGB,0.1,43,2.0,2.0,2.0,0.0,2.0,6.0,6.0,5.0,-4.0,-4.0
Perovskite_dataset,XGB,0.1,45,1.0,2.0,2.0,0.0,1.0,5.0,5.0,0.0,-3.0,-3.0
Perovskite_dataset,XGB,0.1,54,1.0,1.0,1.0,0.0,1.0,22.0,22.0,0.0,-21.0,-21.0
Perovskite_dataset,XGB,0.1,60,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,-6.0,-6.0
Perovskite_dataset,XGB,0.1,73,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Perovskite_dataset,XGB,0.5,10,1.0,3.0,3.0,0.0,1.0,26.0,26.0,0.0,-23.0,-23.0
Perovskite_dataset,XGB,0.5,11,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,XGB,0.5,15,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,-1.0,-1.0
Perovskite_dataset,XGB,0.5,18,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Perovskite_dataset,XGB,0.5,22,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,XGB,0.5,23,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0
Perovskite_dataset,XGB,0.5,26,3.0,1.0,1.0,0.0,3.0,11.0,1.0,14.142135623730951,-10.0,0.0
Perovskite_dataset,XGB,0.5,27,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Perovskite_dataset,XGB,0.5,29,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,XGB,0.5,42,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Perovskite_dataset,XGB,0.5,43,2.0,2.0,2.0,0.0,2.0,5.0,5.0,4.0,-3.0,-3.0
Perovskite_dataset,XGB,0.5,45,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Perovskite_dataset,XGB,0.5,54,1.0,1.0,1.0,0.0,1.0,22.0,22.0,0.0,-21.0,-21.0
Perovskite_dataset,XGB,0.5,60,1.0,2.0,2.0,0.0,1.0,4.0,4.0,0.0,-2.0,-2.0
Perovskite_dataset,XGB,0.5,73,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
